0.1,20,1,3.95,4.6667,-0.3306,0.54659,0.48132,0.34184,0.55702,0.55917,0.58057,1.55,1.4444,0.2,20.5,30.667,-3.3307e-17,0.062282,0.23044,0.23772
0.1,20,2,3.8,3.6667,0.27264,0.25595,0.21693,0.46405,0.50632,0.14768,0.17262,2.9,2.5556,0.195,27.8,25.715,3.3307e-17,0.10928,0.40056,0.27914
0.1,20,3,3.85,3.7778,-0.21874,0.57492,0.69877,0.6213,0.51421,0.47403,0.54652,2.3,2.4444,0.2,26,22.133,7.494e-17,-0.011857,0.30419,0.2863
0.1,20,4,3.9,3,-0.20239,0.60611,0.62963,0.46237,0.53193,0.27065,0.24259,2.15,2,0.2,23.9,10.831,8.8818e-17,-0.22537,0.38913,0.32389
0.1,20,5,3.85,3.4444,-0.43112,0.37833,0.17778,0.39041,0.525,0.10667,0.018519,2.05,1.8889,0.2,24.2,20.149,-9.992e-17,-0.10635,0.31114,0.22531
0.1,20,6,4,4,-0.059006,0.37536,0.48545,0.44944,0.51395,0.31795,0.36881,3.05,3.4444,0.205,27.5,27.619,7.6328e-17,-0.12306,0.36012,0.33973
0.1,20,7,3.9,3.6667,-0.081194,0.38405,0.27196,0.52288,0.50491,0.37401,0.30891,2,2.1111,0.2,27.9,33.007,0,-0.23973,0.24673,0.22313
0.1,20,8,3.95,3.4444,-0.20619,0.21786,0.28677,0.27742,0.54474,0.1431,0.13704,2.35,1.5556,0.2,22,12.622,1.6653e-17,-0.25918,0.40308,0.28633
0.1,20,9,4,4,-0.26964,0.44798,0.52593,0.42262,0.5364,0.19044,0.27593,2,1.6667,0.205,23.1,18.543,2.2204e-17,-0.11214,0.35637,0.44185
0.1,20,10,3.8,4.7778,-0.28607,0.905,0.64815,0.55122,0.5443,0.61384,0.49371,2.6,2.5556,0.195,21.5,43.607,1.1102e-17,0.19245,0.3062,0.36112
0.1,20,11,3.65,4.1111,0.021272,0.61286,0.63968,0.7125,0.47895,0.34369,0.28783,2.3,2.3333,0.195,32.338,40.649,1.1102e-17,0.028888,0.22081,0.2376
0.1,20,12,3.9,3.4444,0.0093566,0.55956,0.70741,0.68508,0.5107,0.30974,0.34259,2.7,2.6667,0.205,27,14.86,2.2204e-17,0.30006,0.35924,0.28417
0.1,20,13,4.05,4.7778,-0.29582,0.30619,0.29444,0.2381,0.53904,0.31274,0.29074,1.9,2.3333,0.205,23.2,26.93,2.2204e-17,0.34345,0.28366,0.38459
0.1,20,14,3.75,4.3333,-0.0054201,0.67111,0.68765,0.80368,0.48281,0.47079,0.38508,2.05,2.2222,0.2,31.4,51.889,-2.2204e-17,0.21669,0.15188,0.17451
0.1,20,15,3.5,3.6667,-0.13506,0.69837,0.58157,0.95028,0.47342,0.24167,0.27778,1.95,1.8889,0.2,31.806,23.985,6.6613e-17,0.056703,0.22013,0.12652
0.1,20,16,4.05,3.4444,-0.075121,0.19798,0.1455,0.23669,0.51956,0.17,0.18889,2,1.8889,0.205,27.2,16.523,4.4409e-17,-0.2408,0.37996,0.28634
0.1,20,17,3.75,3,-0.10598,0.4669,0.5381,0.72353,0.50333,0.31425,0.28968,2.65,2.7778,0.2,27.525,15.038,7.7716e-17,-0.22237,0.34399,0.25976
0.1,20,18,3.75,4,-0.41577,0.71894,0.69764,0.53403,0.53289,0.43017,0.32695,1.75,1.7778,0.195,23.1,27.053,-2.2204e-17,0.1248,0.24839,0.34111
0.1,20,19,3.9,4,-0.15283,0.21909,0.17576,0.19108,0.54123,0.28691,0.23943,3.15,3,0.195,22.4,32.881,4.4409e-17,0.0001185,0.31362,0.26533
0.1,20,20,3.95,4,-0.21631,0.47918,0.36801,0.40449,0.54298,0.24699,0.14579,2.85,2.6667,0.205,21.9,29.241,3.3307e-17,-0.030582,0.49304,0.43366
0.1,20,21,3.95,3.8889,0.28621,0.20857,0.27407,0.34591,0.49833,0.23782,0.31173,2,2,0.2,30.2,25.997,-6.1062e-17,-0.26673,0.27796,0.2521
0.1,20,22,4,3.7778,-0.14904,0.49846,0.64339,0.49746,0.52386,0.34584,0.53082,2.5,2.7778,0.205,25.7,17.737,1.027e-16,-0.2259,0.40425,0.44869
0.1,20,23,3.7,3.8889,-0.21765,0.55278,0.55185,0.59375,0.51202,0.35306,0.37407,1.85,2,0.195,25.258,24.644,2.498e-17,0.18501,0.19872,0.23327
0.1,20,24,3.9,3.6667,-0.21538,0.39631,0.54921,0.37107,0.53439,0.23352,0.20926,4.1,4.2222,0.2,23.4,22.07,-3.0531e-17,-0.062138,0.48644,0.40183
0.1,20,25,3.85,4,-0.36107,0.77046,0.78091,0.57653,0.54912,0.39965,0.33838,2.55,3.1111,0.205,20.6,25.14,1.249e-17,-0.040204,0.32555,0.3634
0.1,20,26,3.95,4.1111,0.19193,0.31167,0.35185,0.45517,0.50491,0.195,0.15062,1.75,1.8889,0.205,27.9,36.582,-3.8858e-17,0.068155,0.24536,0.31364
0.1,20,27,3.95,3.7778,-0.060681,0.51298,0.44233,0.44586,0.5157,0.54253,0.48016,2.8,2.5556,0.2,27.4,33.241,4.996e-17,-0.14376,0.3815,0.4218
0.1,20,28,3.85,2.7778,-0.39394,0.71171,0.91852,0.57711,0.54035,0.38483,0.5,2.3,2.4444,0.205,22.2,6.2207,3.8858e-17,-0.17109,0.38599,0.3179
0.1,20,29,3.8,3.1111,-0.076175,0.22917,0.44974,0.15862,0.51921,0.025,0.005291,2.45,2.3333,0.195,25.3,14.511,-9.992e-17,-0.06415,0.30584,0.16843
0.1,20,30,3.95,4.8889,-0.17489,0.70409,0.62761,0.56897,0.51956,0.65588,0.51584,1.9,1.6667,0.205,25.8,44.915,4.4409e-17,0.16851,0.20961,0.24506
0.1,40,1,7.95,7.2222,-0.31647,0.53915,0.33243,0.34396,0.55726,0.48747,0.3888,2.35,2.6667,0.2025,41.5,26.771,1.9429e-17,-0.56408,0.44363,0.58679
0.1,40,2,8,7.4444,-0.1485,0.35993,0.25688,0.34889,0.5516,0.46183,0.33023,2.475,2.6667,0.20375,42.85,31.13,1.2212e-16,-0.64658,0.45049,0.57959
0.1,40,3,7.7,7.8889,-0.28387,0.56249,0.43187,0.45362,0.55267,0.46655,0.46833,2.725,2.7778,0.20125,41.362,21.755,4.996e-17,0.058775,0.395,0.38574
0.1,40,4,7.75,8.5556,-0.20166,0.49565,0.52572,0.43851,0.54081,0.49583,0.54542,2.7,2.2222,0.19875,45.073,56.073,1.6653e-17,0.37024,0.33897,0.34915
0.1,40,5,8,9,0.060224,0.37808,0.44259,0.48148,0.54098,0.45356,0.50073,1.575,1.6667,0.205,46.652,50.15,1.4849e-16,0.2643,0.23196,0.28092
0.1,40,6,7.925,6.6667,-0.25501,0.34794,0.30388,0.26923,0.55321,0.39873,0.42381,1.675,1.2222,0.2,42.8,26.072,3.0531e-17,-0.22145,0.34393,0.22364
0.1,40,7,7.875,8.8889,-0.095564,0.37701,0.32883,0.36874,0.54795,0.43723,0.49925,2.425,2.1111,0.2,44.468,51.141,2.498e-17,-0.036957,0.43319,0.47281
0.1,40,8,7.825,7.3333,-0.041976,0.33361,0.46392,0.35103,0.53981,0.41186,0.58888,2.45,2.5556,0.19875,46.45,18.143,-5.3429e-17,0.00085994,0.37797,0.47212
0.1,40,9,7.85,7.2222,-0.076606,0.54775,0.35886,0.51578,0.54818,0.53247,0.44739,2.35,2.5556,0.20375,43.372,33.342,9.992e-17,-0.4869,0.45956,0.51367
0.1,40,10,7.85,7.8889,-0.21984,0.42962,0.27536,0.31883,0.55726,0.45388,0.39556,1.725,1.2222,0.2,41.144,27.94,1.5266e-16,-0.0023753,0.33829,0.32681
0.1,40,11,7.8,9.3333,-0.026211,0.42387,0.33649,0.42996,0.54107,0.36422,0.41994,2.15,2.1111,0.20125,45.642,47.37,6.1062e-17,-0.14859,0.45653,0.62548
0.1,40,12,8.05,7,-0.21252,0.28117,0.35141,0.24365,0.57126,0.37723,0.3731,2.925,2.6667,0.2025,38.5,31.063,6.1062e-17,-0.070555,0.42795,0.40751
0.1,40,13,7.85,7.2222,-0.17061,0.42422,0.24365,0.45455,0.54748,0.46503,0.40148,1.575,1.8889,0.20125,44.616,36.259,-6.1062e-17,-0.23024,0.31917,0.36925
0.1,40,14,7.875,8.4444,-0.13807,0.47718,0.50759,0.44519,0.55429,0.49436,0.60154,1.775,1.6667,0.2025,43.223,31.424,2.2204e-17,0.26839,0.35734,0.33944
0.1,40,15,7.875,9.4444,-0.032863,0.43869,0.24977,0.37922,0.54293,0.39884,0.33883,1.925,1.7778,0.2,45.822,66.764,8.6042e-17,0.23276,0.34914,0.45518
0.1,40,16,7.6,7.1111,-0.22796,0.5212,0.40123,0.54777,0.5359,0.48278,0.44212,1.9,2.4444,0.19875,46.679,36.312,-2.7756e-18,0.058076,0.27507,0.32553
0.1,40,17,7.6,8.2222,-0.11795,0.45787,0.51477,0.54154,0.55385,0.45933,0.50922,1.875,1.4444,0.2,42.197,27.329,-7.7716e-17,0.20844,0.37222,0.29482
0.1,40,18,7.9,8.3333,-0.16981,0.43701,0.28336,0.40987,0.55908,0.47177,0.43326,2.2,1.4444,0.20375,41.034,38.444,-1.3184e-17,0.2039,0.46402,0.46437
0.1,40,19,7.85,7.2222,-0.1867,0.63387,0.57918,0.43572,0.54321,0.59381,0.63868,3.1,2.4444,0.20125,45.402,22.988,5.5511e-18,0.033572,0.4932,0.48861
